[train] dataset=CIFAR10 alpha=0.5 gpu=0 config=configs/default_ppfpsl.yaml python=python
[Run] id=20260908_195152
  目录=./results/CIFAR10/runs/20260908_195152_a0.5
  acc.csv / metrics.csv / config.json / train.log / checkpoint.pt
Files already downloaded and verified
[HParams] METHOD_REV=10 adaptive=1 capA=0.0/0.0 capB=0.0 warmup=[0.3,0.4] aux_ratio=0.3 geom=[0.12,0.35] gate_anneal=0.15 p2_exit_A=0.08 tau_w=0.95 tau0=0.92 d0=0.1 etaB=0.6 pp_b=0.06 p3_boost=0.15 teacher=0 mu_p=0.97 lA=1.0 lB=1.0 lP=0.1 seed_model=7 seed_partition=0 seed_sample=7 workers=16
dataset:CIFAR10
num_classes:10
num_labeled:500
non_iid:0.5
mu:2
num_rounds:300
batch_label:128, batch_unlabel:128
client 0 labeled number per class : [56, 1, 14, 0, 41, 33, 22, 47, 36, 0]
client 0 unlabeled number per class  : [446, 94, 3, 415, 412, 266, 58, 349, 15, 192]
client 1 labeled number per class : [1, 48, 36, 37, 1, 16, 24, 15, 21, 51]
client 1 unlabeled number per class  : [0, 373, 463, 6, 24, 204, 384, 116, 420, 260]
client 2 labeled number per class : [39, 56, 8, 36, 1, 2, 40, 9, 45, 14]
client 2 unlabeled number per class  : [172, 153, 459, 370, 126, 428, 8, 6, 61, 467]
client 3 labeled number per class : [3, 1, 44, 19, 39, 66, 3, 36, 3, 36]
client 3 unlabeled number per class  : [277, 296, 19, 72, 313, 1, 465, 453, 354, 0]
client 4 labeled number per class : [34, 45, 46, 31, 2, 16, 8, 0, 60, 8]
client 4 unlabeled number per class  : [210, 26, 245, 194, 0, 287, 100, 290, 448, 450]
client 5 labeled number per class : [0, 0, 0, 28, 54, 25, 48, 45, 6, 44]
client 5 unlabeled number per class  : [258, 385, 182, 267, 444, 189, 368, 157, 0, 0]
client 6 labeled number per class : [51, 3, 43, 1, 36, 62, 3, 36, 15, 0]
client 6 unlabeled number per class  : [414, 473, 177, 353, 382, 272, 179, 0, 0, 0]
client 7 labeled number per class : [17, 44, 2, 47, 15, 1, 52, 7, 21, 44]
client 7 unlabeled number per class  : [1, 2, 235, 112, 63, 164, 279, 488, 457, 449]
client 8 labeled number per class : [43, 0, 2, 22, 8, 22, 38, 12, 48, 55]
client 8 unlabeled number per class  : [210, 37, 0, 462, 3, 373, 54, 228, 448, 435]
client 9 labeled number per class : [10, 59, 51, 33, 43, 12, 4, 38, 0, 0]
client 9 unlabeled number per class  : [224, 402, 439, 12, 460, 77, 403, 233, 0, 0]
client 10 labeled number per class : [1, 7, 4, 16, 1, 32, 44, 53, 44, 48]
client 10 unlabeled number per class  : [241, 400, 468, 271, 385, 55, 191, 66, 107, 66]
client 11 labeled number per class : [53, 47, 53, 32, 45, 14, 6, 0, 0, 0]
client 11 unlabeled number per class  : [241, 47, 13, 165, 70, 391, 233, 364, 345, 381]
client 12 labeled number per class : [24, 17, 0, 55, 49, 24, 16, 47, 18, 0]
client 12 unlabeled number per class  : [397, 425, 332, 288, 72, 446, 207, 30, 53, 0]
client 13 labeled number per class : [22, 23, 51, 1, 3, 26, 35, 5, 33, 51]
client 13 unlabeled number per class  : [62, 20, 121, 136, 392, 6, 226, 441, 404, 442]
client 14 labeled number per class : [43, 35, 14, 35, 6, 47, 43, 27, 0, 0]
client 14 unlabeled number per class  : [462, 366, 29, 92, 129, 0, 364, 131, 224, 453]
client 15 labeled number per class : [2, 8, 40, 7, 55, 1, 1, 29, 60, 47]
client 15 unlabeled number per class  : [0, 87, 411, 358, 327, 434, 99, 287, 247, 0]
client 16 labeled number per class : [50, 6, 46, 45, 0, 29, 2, 12, 1, 59]
client 16 unlabeled number per class  : [325, 0, 420, 365, 335, 53, 75, 121, 99, 457]
client 17 labeled number per class : [0, 37, 1, 7, 52, 15, 61, 34, 43, 0]
client 17 unlabeled number per class  : [97, 447, 56, 130, 107, 378, 371, 286, 378, 0]
client 18 labeled number per class : [51, 14, 31, 45, 0, 1, 16, 3, 46, 43]
client 18 unlabeled number per class  : [462, 99, 242, 143, 163, 358, 434, 230, 116, 3]
client 19 labeled number per class : [0, 49, 14, 3, 49, 56, 34, 45, 0, 0]
client 19 unlabeled number per class  : [1, 368, 186, 289, 293, 118, 2, 224, 324, 445]
[Schedule] adaptive=1 warmup=[0.30,0.40] geom=[0.12,0.35] capA=0.00/0.00 geom_rel=Phase2 gate 0→1 over 45 rounds target A-prec=0.9 A-ratio=0.22
Server:   0%|          | 0/300 [00:00<?, ?it/s]Server:   0%|          | 1/300 [01:48<9:00:59, 108.56s/it]Round 1/300 | Acc:0.1541 Best:0.1541@1 Phase:1 gate:0.00 | tau0:0.920 d0:0.100 etaB:0.600 tw:0.950 lA:1.00 lB:1.00 protoA:1 | Loss:1.1703 (sup:1.126 A:0.044 B:0.000 proto:2.109) | Route: A:7.47% B:0.00% C:92.53% capA:0.00 | MA:7.47% geomDrop:0.00% | A-Prec:50.40% B-Prec:0.00% | proto Ashare:12.77% Auniq:6249.2 dirty:49.55% lab×48.6 | rel r:0.594 m:0.000 alpha:1.000
Server:   1%|          | 2/300 [03:43<9:16:55, 112.13s/it]Round 2/300 | Acc:0.3721 Best:0.3721@2 Phase:1 gate:0.00 | tau0:0.920 d0:0.100 etaB:0.600 tw:0.950 lA:1.00 lB:1.00 protoA:1 | Loss:0.9571 (sup:0.881 A:0.076 B:0.000 proto:2.196) | Route: A:12.07% B:0.00% C:87.93% capA:0.00 | MA:12.07% geomDrop:0.00% | A-Prec:56.27% B-Prec:0.00% | proto Ashare:19.17% Auniq:8270.2 dirty:43.64% lab×48.6 | rel r:0.643 m:0.000 alpha:1.000
Server:   4%|▍         | 13/300 [26:50<10:13:35, 128.28s/it]Round 13/300 | Acc:0.4793 Best:0.5635@12 Phase:1 gate:0.00 | tau0:0.920 d0:0.100 etaB:0.600 tw:0.950 lA:1.00 lB:1.00 protoA:1 | Loss:0.3861 (sup:0.168 A:0.218 B:0.000 proto:2.006) | Route: A:42.55% B:0.00% C:57.45% capA:0.00 | MA:42.55% geomDrop:0.00% | A-Prec:66.31% B-Prec:0.00% | proto Ashare:45.69% Auniq:16516.6 dirty:33.56% lab×48.6 | rel r:0.827 m:0.000 alpha:1.000
Server:   5%|▍         | 14/300 [29:01<10:14:33, 128.93s/it]Round 14/300 | Acc:0.5174 Best:0.5635@12 Phase:1 gate:0.00 | tau0:0.920 d0:0.100 etaB:0.600 tw:0.950 lA:1.00 lB:1.00 protoA:1 | Loss:0.3972 (sup:0.176 A:0.221 B:0.000 proto:1.910) | Route: A:42.30% B:0.00% C:57.70% capA:0.00 | MA:42.30% geomDrop:0.00% | A-Prec:64.42% B-Prec:0.00% | proto Ashare:45.55% Auniq:16382.6 dirty:35.46% lab×48.6 | rel r:0.826 m:0.000 alpha:1.000
Server:   5%|▌         | 15/300 [31:10<10:13:01, 129.06s/it]Round 15/300 | Acc:0.5365 Best:0.5635@12 Phase:1 gate:0.00 | tau0:0.920 d0:0.100 etaB:0.600 tw:0.950 lA:1.00 lB:1.00 protoA:1 | Loss:0.3894 (sup:0.172 A:0.217 B:0.000 proto:1.960) | Route: A:41.98% B:0.00% C:58.02% capA:0.00 | MA:41.98% geomDrop:0.00% | A-Prec:60.16% B-Prec:0.00% | proto Ashare:45.35% Auniq:16312.9 dirty:39.74% lab×48.6 | rel r:0.824 m:0.000 alpha:1.000
Server:   5%|▌         | 16/300 [33:18<10:10:10, 128.91s/it]Round 16/300 | Acc:0.5904 Best:0.5904@16 Phase:1 gate:0.00 | tau0:0.920 d0:0.100 etaB:0.600 tw:0.950 lA:1.00 lB:1.00 protoA:1 | Loss:0.3823 (sup:0.156 A:0.226 B:0.000 proto:1.991) | Route: A:44.30% B:0.00% C:55.70% capA:0.00 | MA:44.30% geomDrop:0.00% | A-Prec:64.14% B-Prec:0.00% | proto Ashare:46.70% Auniq:16597.8 dirty:35.75% lab×48.6 | rel r:0.833 m:0.000 alpha:1.000
Server:   6%|▌         | 17/300 [35:25<10:05:07, 128.30s/it]Round 17/300 | Acc:0.5992 Best:0.5992@17 Phase:1 gate:0.00 | tau0:0.920 d0:0.100 etaB:0.600 tw:0.950 lA:1.00 lB:1.00 protoA:1 | Loss:0.3600 (sup:0.135 A:0.225 B:0.000 proto:1.870) | Route: A:43.86% B:0.00% C:56.14% capA:0.00 | MA:43.86% geomDrop:0.00% | A-Prec:66.64% B-Prec:0.00% | proto Ashare:46.45% Auniq:16497.3 dirty:33.23% lab×48.6 | rel r:0.831 m:0.000 alpha:1.000
Server:   6%|▌         | 18/300 [37:36<10:06:12, 128.98s/it]Round 18/300 | Acc:0.5059 Best:0.5992@17 Phase:1 gate:0.00 | tau0:0.920 d0:0.100 etaB:0.600 tw:0.950 lA:1.00 lB:1.00 protoA:1 | Loss:0.3577 (sup:0.137 A:0.220 B:0.000 proto:1.920) | Route: A:46.34% B:0.00% C:53.66% capA:0.00 | MA:46.34% geomDrop:0.00% | A-Prec:68.10% B-Prec:0.00% | proto Ashare:47.84% Auniq:16796.0 dirty:31.78% lab×48.6 | rel r:0.840 m:0.000 alpha:1.000
Server:   6%|▋         | 19/300 [39:47<10:06:53, 129.59s/it]Round 19/300 | Acc:0.5987 Best:0.5992@17 Phase:1 gate:0.00 | tau0:0.920 d0:0.100 etaB:0.600 tw:0.950 lA:1.00 lB:1.00 protoA:1 | Loss:0.3627 (sup:0.142 A:0.221 B:0.000 proto:1.913) | Route: A:45.29% B:0.00% C:54.71% capA:0.00 | MA:45.29% geomDrop:0.00% | A-Prec:67.68% B-Prec:0.00% | proto Ashare:47.26% Auniq:16693.3 dirty:32.20% lab×48.6 | rel r:0.837 m:0.000 alpha:1.000
Server:   7%|▋         | 20/300 [41:57<10:05:35, 129.77s/it]Round 20/300 | Acc:0.6097 Best:0.6097@20 Phase:1 gate:0.00 | tau0:0.920 d0:0.100 etaB:0.600 tw:0.950 lA:1.00 lB:1.00 protoA:1 | Loss:0.3368 (sup:0.112 A:0.225 B:0.000 proto:1.828) | Route: A:46.86% B:0.00% C:53.14% capA:0.00 | MA:46.86% geomDrop:0.00% | A-Prec:68.63% B-Prec:0.00% | proto Ashare:48.12% Auniq:16785.1 dirty:31.25% lab×48.6 | rel r:0.841 m:0.000 alpha:1.000
Server:   7%|▋         | 21/300 [44:11<10:09:32, 131.08s/it]Round 21/300 | Acc:0.6506 Best:0.6506@21 Phase:1 gate:0.00 | tau0:0.920 d0:0.100 etaB:0.600 tw:0.950 lA:1.00 lB:1.00 protoA:1 | Loss:0.3372 (sup:0.105 A:0.232 B:0.000 proto:1.864) | Route: A:50.64% B:0.00% C:49.36% capA:0.00 | MA:50.64% geomDrop:0.00% | A-Prec:70.10% B-Prec:0.00% | proto Ashare:50.08% Auniq:17415.8 dirty:29.79% lab×48.6 | rel r:0.856 m:0.000 alpha:1.000
Server:   7%|▋         | 22/300 [46:23<10:08:14, 131.27s/it]Round 22/300 | Acc:0.6094 Best:0.6506@21 Phase:1 gate:0.00 | tau0:0.920 d0:0.100 etaB:0.600 tw:0.950 lA:1.00 lB:1.00 protoA:1 | Loss:0.3190 (sup:0.087 A:0.232 B:0.000 proto:1.863) | Route: A:49.04% B:0.00% C:50.96% capA:0.00 | MA:49.04% geomDrop:0.00% | A-Prec:70.22% B-Prec:0.00% | proto Ashare:49.27% Auniq:17204.4 dirty:29.66% lab×48.6 | rel r:0.850 m:0.000 alpha:1.000
Server:   8%|▊         | 23/300 [48:41<10:15:27, 133.31s/it]Round 23/300 | Acc:0.6386 Best:0.6506@21 Phase:1 gate:0.00 | tau0:0.920 d0:0.100 etaB:0.600 tw:0.950 lA:1.00 lB:1.00 protoA:1 | Loss:0.3404 (sup:0.106 A:0.234 B:0.000 proto:1.862) | Route: A:48.40% B:0.00% C:51.60% capA:0.00 | MA:48.40% geomDrop:0.00% | A-Prec:71.05% B-Prec:0.00% | proto Ashare:48.94% Auniq:17196.4 dirty:28.83% lab×48.6 | rel r:0.848 m:0.000 alpha:1.000
Server:   8%|▊         | 24/300 [50:50<10:07:26, 132.05s/it]Round 24/300 | Acc:0.6284 Best:0.6506@21 Phase:1 gate:0.00 | tau0:0.920 d0:0.100 etaB:0.600 tw:0.950 lA:1.00 lB:1.00 protoA:1 | Loss:0.3253 (sup:0.085 A:0.240 B:0.000 proto:1.856) | Route: A:51.21% B:0.00% C:48.79% capA:0.00 | MA:51.21% geomDrop:0.00% | A-Prec:65.62% B-Prec:0.00% | proto Ashare:50.36% Auniq:17408.6 dirty:34.28% lab×48.6 | rel r:0.857 m:0.000 alpha:1.000
Server:   8%|▊         | 25/300 [53:04<10:08:04, 132.67s/it]Round 25/300 | Acc:0.5820 Best:0.6506@21 Phase:1 gate:0.00 | tau0:0.920 d0:0.100 etaB:0.600 tw:0.950 lA:1.00 lB:1.00 protoA:1 | Loss:0.3281 (sup:0.096 A:0.233 B:0.000 proto:1.887) | Route: A:49.24% B:0.00% C:50.76% capA:0.00 | MA:49.24% geomDrop:0.00% | A-Prec:62.82% B-Prec:0.00% | proto Ashare:49.37% Auniq:17255.4 dirty:37.06% lab×48.6 | rel r:0.849 m:0.000 alpha:1.000
Server:   9%|▊         | 26/300 [55:17<10:05:39, 132.62s/it]Round 26/300 | Acc:0.6253 Best:0.6506@21 Phase:1 gate:0.00 | tau0:0.920 d0:0.100 etaB:0.600 tw:0.950 lA:1.00 lB:1.00 protoA:1 | Loss:0.3161 (sup:0.079 A:0.237 B:0.000 proto:1.858) | Route: A:51.07% B:0.00% C:48.93% capA:0.00 | MA:51.07% geomDrop:0.00% | A-Prec:65.75% B-Prec:0.00% | proto Ashare:50.30% Auniq:17405.3 dirty:34.13% lab×48.6 | rel r:0.856 m:0.000 alpha:1.000
Server:   9%|▉         | 27/300 [57:30<10:03:33, 132.65s/it]Round 27/300 | Acc:0.5735 Best:0.6506@21 Phase:1 gate:0.00 | tau0:0.920 d0:0.100 etaB:0.600 tw:0.950 lA:1.00 lB:1.00 protoA:1 | Loss:0.3211 (sup:0.087 A:0.234 B:0.000 proto:1.825) | Route: A:51.09% B:0.00% C:48.91% capA:0.00 | MA:51.09% geomDrop:0.00% | A-Prec:66.64% B-Prec:0.00% | proto Ashare:50.31% Auniq:17431.4 dirty:33.23% lab×48.6 | rel r:0.855 m:0.000 alpha:1.000
Server:   9%|▉         | 28/300 [59:46<10:06:07, 133.70s/it]Round 28/300 | Acc:0.5540 Best:0.6506@21 Phase:1 gate:0.00 | tau0:0.920 d0:0.100 etaB:0.600 tw:0.950 lA:1.00 lB:1.00 protoA:1 | Loss:0.3205 (sup:0.085 A:0.235 B:0.000 proto:1.832) | Route: A:53.29% B:0.00% C:46.71% capA:0.00 | MA:53.29% geomDrop:0.00% | A-Prec:69.42% B-Prec:0.00% | proto Ashare:51.37% Auniq:17520.5 dirty:30.46% lab×48.6 | rel r:0.863 m:0.000 alpha:1.000
Server:  10%|▉         | 29/300 [1:01:56<9:58:41, 132.55s/it]Round 29/300 | Acc:0.5387 Best:0.6506@21 Phase:1 gate:0.00 | tau0:0.920 d0:0.100 etaB:0.600 tw:0.950 lA:1.00 lB:1.00 protoA:1 | Loss:0.3533 (sup:0.123 A:0.230 B:0.000 proto:1.880) | Route: A:48.61% B:0.00% C:51.39% capA:0.00 | MA:48.61% geomDrop:0.00% | A-Prec:67.65% B-Prec:0.00% | proto Ashare:49.04% Auniq:17349.5 dirty:32.23% lab×48.6 | rel r:0.848 m:0.000 alpha:1.000
Server:  10%|█         | 30/300 [1:04:08<9:56:57, 132.66s/it]Round 30/300 | Acc:0.5735 Best:0.6506@21 Phase:1 gate:0.00 | tau0:0.920 d0:0.100 etaB:0.600 tw:0.950 lA:1.00 lB:1.00 protoA:1 | Loss:0.3229 (sup:0.091 A:0.232 B:0.000 proto:1.804) | Route: A:51.27% B:0.00% C:48.73% capA:0.00 | MA:51.27% geomDrop:0.00% | A-Prec:66.51% B-Prec:0.00% | proto Ashare:50.39% Auniq:17408.3 dirty:33.37% lab×48.6 | rel r:0.855 m:0.000 alpha:1.000
